task,kind,algorithm,seed,budget,fe,physical_calls,seconds,auc,final_gap,igd,recall,hit,front_size,reference_size,observed_gap,raw_final_gap,raw_igd,overrides,extra_pure_proposals,neighbor_builds,neighbor_cache_hits,neighbor_filter_checks,model_fits,predictions,unique_evaluated
tour_new4,tour,local7,74506,1024,1024,1024,2.828763815000002,0.07863736904683075,0.0015006685518691143,0.00045802066774193543,0.9032258064516129,False,30,31,0.0015006685518691143,0.0015006685472961463,0.0004580206679971094,42,0,46,730,27268,15,4949,971
job_new1,job,local7,74501,1024,1024,1024,2.189356758000031,0.09940206712943991,0.0,0.0,1.0,True,20,20,0.0,0.0,0.0,13,0,27,733,25180,15,4371,962
job_new1,job,local7,74502,1024,1024,1024,3.7107803829999284,0.0963262448954171,0.0,0.0,1.0,True,20,20,0.0,0.0,0.0,13,0,28,760,26340,15,4555,967
job_new1,job,local7,74503,1024,1024,1024,3.429761777000067,0.14118432712553136,0.0,0.0,1.0,True,20,20,0.0,0.0,0.0,26,0,39,710,25356,15,4644,943
job_new1,job,local7,74504,1024,1024,1024,2.2761202630001662,0.09787938228109774,0.0,0.0,1.0,True,20,20,0.0,0.0,0.0,23,0,30,746,26207,15,4568,957
job_new1,job,local7,74505,1024,1024,1024,2.3881926900000963,0.11523620684519675,0.0,0.0,1.0,True,20,20,0.0,0.0,0.0,14,0,28,755,25119,15,4196,958
job_new1,job,local7,74506,1024,1024,1024,2.4577470929998526,0.08892476582019779,0.0,0.0,1.0,True,20,20,0.0,0.0,0.0,20,0,29,753,26231,15,4553,961
job_new2,job,local7,74501,1024,1024,1024,2.0507499539999117,0.10732114388949672,0.0,0.0,1.0,True,28,28,0.0,0.0,0.0,42,0,45,725,28916,15,5137,990
job_new2,job,local7,74502,1024,1024,1024,1.8703002079998896,0.13072151328596124,0.0,0.0,1.0,True,28,28,0.0,0.0,0.0,47,0,51,717,30545,15,5754,1000
job_new2,job,local7,74503,1024,1024,1024,2.361573505000024,0.07700350622741711,0.0,0.0,1.0,True,28,28,0.0,0.0,0.0,32,0,39,733,31603,15,5561,1005
job_new2,job,local7,74504,1024,1024,1024,2.1704739049998807,0.10324536390588754,0.0003505991011946168,0.000102376675,0.9642857142857143,False,27,28,0.0003505991011946168,0.0003505990965921967,0.00010237667365565212,39,0,36,745,29589,15,5162,999
job_new2,job,local7,74505,1024,1024,1024,1.6814565570000468,0.11303925731771795,0.0003505991011946168,0.000102376675,0.9642857142857143,False,27,28,0.0003505991011946168,0.0003505990965921967,0.00010237667365565212,72,0,65,707,31175,15,5763,999
job_new2,job,local7,74506,1024,1024,1024,1.4985809939998944,0.12432024784376294,0.0015493893467189248,0.0006578739107142858,0.9285714285714286,False,27,28,0.0015493893467189248,0.0015493893444618687,0.0006578739117973674,58,0,56,719,30483,15,5593,999
job_new3,job,local7,74501,1024,1024,1024,2.3211660189999748,0.1478040815706996,0.0006200811698128777,0.0007626177476190458,0.9047619047619048,False,20,21,0.0006200811698128777,0.0006200811653933525,0.0007626177426425187,46,0,60,690,28795,15,5255,982
job_new3,job,local7,74502,1024,1024,1024,2.430193858999928,0.10572834118362089,0.0003969118414654374,0.0007344661619047606,0.9047619047619048,False,21,21,0.0003969118414654374,0.00039691183936868763,0.0007344661594804101,34,0,50,729,32115,15,5775,1005
job_new3,job,local7,74503,1024,1024,1024,3.0802478890000202,0.07716683182469244,0.013293240559098012,0.0036915650095238083,0.8095238095238095,False,18,21,0.013293240559098012,0.01329324054727215,0.0036915650056557813,25,0,33,731,28572,15,4766,976
job_new3,job,local7,74504,1024,1024,1024,2.804169197999954,0.10367096742971346,0.008073916540854759,0.002490485166666667,0.8571428571428571,False,22,21,0.008073916540854759,0.00807391652863884,0.0024904851676132056,28,0,42,741,32838,15,5633,995
job_new3,job,local7,74505,1024,1024,1024,2.2673627040001065,0.08157958313923798,0.007497825275354937,0.002990151775442638,0.8095238095238095,False,22,21,0.007497825275354937,0.007497825254798958,0.0029901517740033505,25,0,37,728,30635,15,5052,992
job_new3,job,local7,74506,1024,1024,1024,2.1023590719998992,0.140220842128636,0.002276350080482244,0.0018375270714285703,0.8095238095238095,False,19,21,0.002276350080482244,0.0022763500807905118,0.0018375270684339653,34,0,60,717,30326,15,5645,991
job_new4,job,local7,74501,1024,1024,1024,2.5565027190000364,0.09460057489380078,0.0,0.0,1.0,True,24,24,0.0,0.0,0.0,25,0,35,735,24653,15,4696,972
job_new4,job,local7,74502,1024,1024,1024,2.4352194220000456,0.10213259402396438,0.0,0.0,1.0,True,24,24,0.0,0.0,0.0,26,0,39,739,26172,15,4982,978
job_new4,job,local7,74503,1024,1024,1024,2.2427521810000144,0.12903744708031462,0.009263730847068599,0.003295121237499998,0.9166666666666666,False,22,24,0.009263730847068599,0.009263730846219544,0.003163316388864938,50,0,50,711,24814,15,4755,958
job_new4,job,local7,74504,1024,1024,1024,2.2082755080000425,0.10895556488580926,0.00026922066809726244,0.0004387950208333315,0.9583333333333334,False,23,24,0.00026922066809726244,0.0002692206695362354,0.0004212432215436879,27,0,37,727,23205,15,4395,944
job_new4,job,local7,74505,1024,1024,1024,2.989168909,0.1604008372739711,0.0,0.0,1.0,True,24,24,0.0,0.0,0.0,46,0,50,726,25878,15,5111,963
job_new4,job,local7,74506,1024,1024,1024,2.5978727789999994,0.09897844659527413,0.009263730847068599,0.003295121237499998,0.9166666666666666,False,22,24,0.009263730847068599,0.009263730846219544,0.003163316388864938,26,0,34,740,25337,15,4687,954
